CVE_PROD,DESC1,DESC2,TRANS
ALTUS2,"CITRATO DE POTASIO, CITRATO DE MAGNESIO Y VITAMINA C C/60 CAPS 500MG",,3
ALTUS3,CITRATO DE MAGNESIO Y QUINOA C/60 TABS 650MG,,3
ALTUS4,"COLAGENO, BIOTINA, VITAMINA A, C Y ZINC C/60 CAPSULAS 500MG",,3
ALTUS5,"VITMINA D3, K1, CALCIO, CURCUMA, PIMIENTA C/60 CAPSULAS 500MG",,3
ALTUS6,"MAGNESIO, ESPIRULINA Y TE VERDE C/60 CAPSULAS 500MG",,3
ALTUS7,MACA NEGRA Y ROJA C/60 CAPS. DE 500 MG C/U,,3
ALTUS8,"ZINC, BETAGLUCANOS DE LEVADURA DE LINAZA, C/60 CAPSULAS 500MG",,3
ALTUS9,"ESPIRULINA, NOPAL, PIÑA, JENGIBRE C/60 CAPSULAS 500MG",,3
JAL78,ARNICA CREMA TARRO 30GR,,3
JAL79,"ACEITE AGUACATE,120 ML",,1
VAR230,"TRAMADOL, KETOROLACO 25/10MG C/10 CAPS. (ALEVIARE)",,3
LIF59,SUSPENSION,,3
VAR231,5 TIPOS DE PROBIOTICOS,,3
JAYOR68,AGUJA HIPODERMICA 20GX25MM (AMARILLA),,3
BIOM99,FEXOFENADINA 180MG TABS,,3
BIOM100,PARACETAMOL 100MG/ML GOTAS PEDIATRICAS SABOR CEREZA  30ML,,3
SOMM7,"SABOR COCOA, SALVADO DE TRIGO Y PROTEINA DE SOYA 450G SOMM",,1
BIOM101,"LORATADINA, AMBROXOL, 100/600MG, 120ML, SOL.",,3
BIOM102,"AMBROXOL,SALBUTAMOL,2MG-7.5MG/5ML 120ML, SOL.",,3
RAAM52,NAPROXENO/PARACETAMOL 275 MG/300 MG C/16 TAB  FLAXENOL,,3
WERM16,"OSELTAMIVIR, 75 MG, 10 CAPS.",,3
SON58,"MEBENDAZOL TABS  100MG, CAJA C/ 6",,3
DRW1,COENZIMA Q-10 CAPSULA FACIAL C/60,,3
DRW2,COLAGENO CAPSULA FACIAL C/30,,1
DRW3,JALEA REAL CAPSULA FACIAL C/30,,3
DRW4,VITAMINA C CAPSULA FACIAL C/30,,1
DRW5,VITAMINA E Y ACEITE DE ARGAN CAPSULA FACIAL C/60,,3
DRW6,ACEITE DE GRANADA CON OMEGA 5 C/60 CAPS BLANDA,,3
DRW7,CARBON ACTIVADO C/60 CAPS BLANDA,,3
VAR40,,,3
DRW8,ALGA SPIRULINA CON VINAGRE DE MANZANA  C/60 CAPS BLANDA,,3
DRW9,"5HTP, L-TEANINA, MAGNESIO C/60 CAPS BLANDA",,3
BIOM103,"AMOXICILINA, ACIDO CLAVULANICO 200/62.5 MG, 40 ML. SUSP.",,3
BIOM104,"AMOXICILINA, ACIDO CLAVULANICO 875/125MG 10 TABS.",,3
BIOM105,"AMOXICILINA, ACIDO CLAVULANICO 500/125MG 10 TABS.",,3
COL131,SUMATRIPTAN EQUIVALENTE A 100MG DE SUMATRIPTAN,,1
COL132,TADALAFIL 20MG C/8,,3
ALPH73,TADALAFIL 5MG 14 TABLETAS,,3
ALPH74,TADALAFIL 20MG 1 TABLETAS,,1
ALPH75,"METAMIZOL, INY 1 G, 2 ML, 3 AMP.",,3
JAL80,REPELETE DE MOSQUITOS 125ML. C/ATOM.,,1
AVIVIA56,"ACIDO ACETILSALICILICO 850MG, CAFEINA 65MG",,3
ULTR95,IRBESARTAN 300MG 28 TABS ULTRA,,3
AMS101,FLUCONAZOL  CAPS    150MG C/ 1,,3
ULTR96,"DICLOFENACO, COMPLEJO B, 50/50/50/1 G, 30 TABS.  ARIFLAM FORTE",,3
VAR242,"PULMONARIA, BUGAMBILIA, PROPOLEO, EQUINACEA, GORDOLOBO, MIRRA, MENTA, SAUCO, MIEL, CEBOLLA, EUCALITO Y VITAMINA C",,1
JAYOR69,"CEFTRIAXONA, 1G/3.5ML, CLORHIDRATO DE LIDOCAINA 35MG  AMP. TRIXONA AMCEF XENTRIAC TRAXICOLL",,3
VAR243,"PARACETAMOL, CAFEINA, FENILEFRINA, CLORFENAMINA, 500/25/5/4MG, 10 TABS. (LAB. PISA)",,3
VAR244,"PARACETAMOL, FENILEFRINA, CLORFENAMINA, 500/5/4MG, 10 TABS. (LAB. PISA)",,3
AVIVIA79,"OMEPRAZOL, 20MG, 30 CAPS.",,3
AVIVIA80,"MELOXICAM, 15MG, C/14 TABLETAS",,3
AVIVIA81,EZETIMIBA/SIMVASTATINA 14TABLETAS,,3
AVIVIA82,PARACETAMOL 750MG C/10 TABS,,1
AVIVIA83,"METOCLOPRAMIDA, 10MG, 20 TABS.",,1
JAL81,***CREMA SUAVIZANTE DE MANZANA C/60G,,3
JAL82,CREMA CORPORAL ACEITE COCO + COLAGENO  400ML JALOMA,,3
JAL84,BICARBONATO DE SODIO PURO 100G,,3
JAL83,***CLORURO DE BENZALCONIO 30G                                                                                                                                                                                                                      JALOMA,,3
JAL85,360 ANTISEPTICO 100 ML SOLUCION ESTERILIZANTE Y DESINFECTANTE,,3
ALTUS10,GLUCOSAMINA/CONDROITINA MSM Y FLOR DE JAMAICA C/60 CAPSULAS 500MG,,3
ALTUS11,AGUAJE/COLAGENO Y VITAMINA A C/60 CAPSULAS 500MG,,3
ALTUS12,"CALCIO, VITAMINA D3, VITAMINA A, INULINA DE AGAVE C/60 TABS",,3
ALTUS13,"CALCIO, VITAMINA D3, VITAMINA K1, MINERALES, INULINA DE AGAVE C/60 TABS",,3
ALTUS14,"MIEL DE ABEJA 100% NATURAL EQUINACEA, PROPOLEO Y EUCALIPTO",,3
ALTUS15,"MEZCLA DE ACEITES CON EXTRACTOS OLEOSOS DE ROBLE, ARNICA, CALENDULA Y SABILA 125ML",,1
ALTUS16,"PROBIOTICOS 2 BILLONES, FIBRA SOLUBLE, AVENA Y QUINOA 30TABS",,3
NAT92,"L-TEANINA-AZAHAR, MANZANILLA, TORONJIL C/50 GOMITAS",,1
NAT93,INULINA Y PROBIOTICOS 1 SOBRE C/3G POLVO Y GOTERO 9.4ML,,3
BIOR1,"DIFENHIDRAMINA, 250/100ML. 120ML. JBE",,1
BIOR2,SALBUTAMOL 40MG/100ML. 60ML. JBE,,3
BIOR3,"FENITOINA, 100MG, 50 TABS.",,3
BIOR4,"PROPAFENONA, 150MG, 20 TABS.",,3
BIOR5,"METRONIDAZOL, 500MG, 30 TABS",,1
BIOR6,"METRONIDAZOL, 5G SOL. 120ML CADA 5ML EQUIVALE A 250MG",,3
BIOR7,"NISTATINA 100 000 U, 12 TABS VAGINALES",,1
BIOR8,"NISTATINA 2,400,000 UI EXCIPIENTE",,1
BIOR10,"FUMARATO FERROSO, 2.9G/100, 120ML,",,1
BIOR11,"TRIMETOPRIMA, SULFAMETOXAZOL,  80/400 MG, 20 TABS.",,1
BIOR12,"TRIMETOPRIMA, SULFAMETOXAZOL 120 ML, SOL.",,3
BIOR13,"NITRFURANTONIA, 100MG, 40CAPS. SURONIT MACROFURIN",,1
BIOR14,"ERITROMICINA, 500 MG, 20 TABS.",,3
BIOR15,"ESPIRONOLACTONA, 25MG, 30 TABS.",,3
JAL86,CREMA CORPORAL ACEITE ALMENDRA   400ML JALOMA,,3
JAL87,CREMA CORPORAL ACEITE OLIVO 400ML JALOMA,,3
BIOR17,"DEXTROMETORFANO, 300MG/100ML 120ML. JBE",,3
BIOR18,"AMBROXOL, 30MG, 20 TABS.",,3
BIOR19,"AMBROXOL, 300MG, JARABE 120ML",,3
BIOR20,"PARACETAMOL, CAFEINA, FENILEFRINA, CLORFENAMINA, 500/25/5/4MG, 10 TABS.",,1
BIOR21,"CARBAMAZEPINA ,200MG C/20 TABS CARPIN",,3
BIOR22,"TIAMINA, PIRIDOXINA, CIANOCOBALAMINA 100/5/50MG",,3
BIOR23,"DIFENIDOL 25MG, C/30 TABS",,3
BIOR24,"INDOMETACINA, 25MG, 20 CAPS.",,1
BIOR25,"PIROXICAM, 20MG. 20 TABS",,1
BIOR26,"ALOPURINOL, 300MG, 20 TABS.",,3
BIOR27,"SULFADIAZINA DE PLATA, 1.0 G, 30G, CREMA",,3
BIOR28,FLUCONAZOL 100MG C/10 CAPS,,1
BIOR29,"PENTOXIFILINA, 400MG, 30 TABS. LIBERACION PROLONGADA",,3
BIOR30,"SULINDACO, 200MG, 20 TABS.",,3
AMS102,CIPROFLOXACINO 3MG SOL OFTALMICA,,3
AMS103,"CEFALEXINA, 500 MG, 20 CAPS.",,3
AMS104,AMPICILINA 1G. 10 TABS,,3
AMS105,"AMIKACINA, INY, 100 MG, 2 ML, 1 AMP.",,3
BIOM106,"KETOROLACO, 10MG, 10 TABS.",,3
BIOM107,"VITAMINA C Y EXTRACTO DE MANDARINA, MASTICABLES, 90 TABS.",,3
LIF60,"BETAMETASONA, CLOTRIMAZOL, GENTAMICINA, CREMA, 40G.",,3
LOE88,"TIZANIDINA 2MG, 20 TABLETAS",,3
DRW10,GEL ESTIMULANTE INTIMO 60G C/TAURINA Y ARGININA,,1
DRW11,CRISTAL ALUMBRE DE POTASIO 50G,,3
DRW12,"LINAZA, TE ROJO, BLANCO Y VERDE 150G",,1
DRW13,GOMITAS DE GRENETINA SABOR MIEL/LIMON C/30,,3
AMS107,"TRAMADOL, PARACETAMOL, 37.5/325MG, 20 TABS.",,3
ALTUS17,"PROBIOTICOS 2 BILLONES, FIBRA SOLUBLE, AVENA Y QUINOA 30TABS",,3
MAV286,KETOROLACO/TRAMADOL 10MG/25MG C/10 CAPS,,3
GTO-001,,,3
GTO-002,,,3
COL133,"TERBINAFINA, 250MG., 28 TABS.",,1
AVIVIA84,EZETIMIBA/SIMVASTATINA 10MG/20MG 28TABS,,3
GTO-003,,,1
GTO-004,,,3
GTO-005,,,3
GTO-006,,,1
GTO-007,,,3
GTO-008,,,3
GTO-009,,,3
GTO-010,,,3
GTO-011,,,1
GTO-012,,,3
GTO-013,,,1
GTO-014,,,1
GTO-015,,,3
GTO-016,,,3
GTO-017,,,3
GTO-018,,,1
GTO-019,,,1
GTO-020,,,3
GTO-021,,,3
GTO-022,,,3
GTO-023,,,3
GTO-024,,,1
GTO-025,,,1
GTO-026,,,2
GTO-027,,,1
GTO-028,,,1
GTO-029,,,1
GTO-030,,,3
GTO-031,,,1
GTO-032,,,1
GTO-033,,,1
GTO-034,,,2
GTO-035,,,1
GTO-036,,,1
GTO-037,,,1
GTO-038,,,1
GTO-039,,,1
GTO-040,,,1
GTO-041,,,1
GTO-042,,,1
GTO-043,,,3
GTO-044,,,1
GTO-045,,,3
GTO-046,,,3
GTO-047,,,1
ALPH76,"QUETIAPINA, 25MG, 30 TABS",,3
ALPH77,BENZONATATO 100MG 20 CAPS,,3
AMS108,ACICLOVIR 400mg  35 TABS.,,3
NAI1,MEDIANO #136 VARIOS COLORES,,1
NAI2,DE BOLSILLO ANGOSTO #152 NEGRO,,3
NAI3,COLITAS ONDITAS FANTASIA #183 VARIOS COLORES,,3
NAI4,C/MANGO PARA BOLSA #191 VARIOS COLORES,,1
BIOM1067,"AMOXICILINA, ACIDO CLAVULANICO 125/62.5 MG, 60 ML. SUSP.",,1
AMS109,"LEVOTIROXINA, 100 MCG, 100 TABS.",,3
QUIM3,"GUAIFENESINA,OXOLAMINA, 140ML. SUSP.",,3
QUIM4,"TRAMADOL, PARACETAMOL, 37.5/325MG, 20 TABS.",,3
QUIM5,NITAZOXANIDA SUSP 30ML,,1
QUIM6,NITAZOXANIDA SUSP 60ML,,3
QUIM7,MOMETASONA SUSP 0.05% P/INHALACION,,3
QUIM8,"GUAIFENESINA,OXOLAMINA, 60ML. SOL GOTERO",,3
QUIM9,BENZOCAINA 200MG/1ML,,3
JAYOR70,"JERINGA TUBERCULINA, 27X13, 1ML. 200 PZAS. SM",,1
MAV287,"ESCITALOPRAM, 10MG, 14 TABS.",,1
DKT38,"LUBRICANTE SABOR UVA, 30ML.",,3
BEL18,"10%  COLAGENO, EXTRACTO DE SABILA,",,1
BEL19,"0.5%  RETINOL, EXTRACTO DE SABILA,",,3
BEL20,REPELETE BELABEL CITRONELA CLAVO Y TOMILLO,,3
BEL21,SOL. DESINFECTANTE DE OXIDACION 240 ML,,3
BEL22,"ACEITES ESENCIALES TEA TREE, TORONJA Y EUCALIPTO",,1
BEL23,"FRESH LOVE CITRICOS, SPRAY CORPORAL  236ML
",,3
BEL24,"PROTECTOR SOLAR FPS+50, 50ML. CREMA FACIALC/ALOE VERA Y ACIDO HIALURONICO",,1
AMS110,ELECTROLITOS ORALES SOLUCION REHIDRATANTE CONT 500 ML SABOR UVA,,3
GTO-048,,,3
AMS111,ELECTROLITOS ORALES SOLUCION REHIDRATANTE CONT 500 ML SABOR FRESA-KIWI,,3
WERM17,"Bromhexina 80 mg, Dropropizina 150 mg INFANTIL NO CONTIENE AZUCAR SABOR FRESA",,1
DRW14,GERMEN DE TRIGO CON VIT E CAPS FACIAL C/60,,3
VAR240,"RISPERIDONA, 2 MG, 40 TABS. (LAB. VANQUISH)",,1
NAT94,"ACEITE DE ONAGRA, VITAMINA D Y K 30CAPS",,3
NAT95,"PROBIOTICOS SP37, BG112, BLC1, LA3",,3
NAT96,SUSP,,3
NAT97,"GLUTAMINA, LACTOBACILOS 3 SOBRES",,1
NAT98,"ANTIOXIDANTES, VITAMINAS Y MINERALES 30 CAPS.",,1
NAT99,"MIEL DE ABEJA, GORDOLOBO, PROPOLEO, JENGIBRE, VITAMINA C",,3
JAL88,RASTRILLOS DESECHABLES CON DOBLE CUCHILLA CARTERA C/12 PZAS,,3
SOMM4,CITRATO DE MAGNESIO C/60 CAPS 500MG,,3
VAR234,MOMETASONA SUSP 0.05% P/INHALACION (LAB. DANKEL),,3
JAYOR71,"MASCARILLA P/OXIGENO ALARGADA ADULTO  
",,1
JAYOR72,"MASCARILLA P/OXIGENO ALARGADA PEDIATRICA  
",,1
GTO-049,,,3
GTO-050,,,1
YPN37,"TIAMINA, RIBOFLAVINA, PIRIDOXINA, COBALAMINA, MAGNESIO
",,1
SON59,"AMPICILINA, METAMIZOL, GUAIFENESINA, LIDOCAINA, CLORFENIRAMINA, 500/500/100/30/4MG, 3 JERINGAS, ADULTO",,3
SON60,"AMPICILINA, METAMIZOL, GUAIFENESINA, LIDOCAINA, CLORFENIRAMINA, 250/200/100/30/2MG, 3 JERINGAS, INFANTIL",,3
GTO-051,,,1
GTO-052,,,1
NIP25,"JERINGA INSULINA, 31X6 1ML. 100 PZAS.",,3
NIP26,"JERINGA INSULINA, 29X13 1ML. 100 PZAS.",,3
NIP27,CATETER** INTRAVENOSO 14G NARANJA,,3
NIP28,CATETER** INTRAVENOSO 22G AZUL,,3
NIP29,CATETER** INTRAVENOSO 24G AMARILLO,,3
GTO-053,,,3
GTO-054,,,1
GTO-055,,,1
GTO-056,,,1
GTO-057,,,1
RAAM53,"KETOROLACO, TRAMADOL 10MG/25 MG, 4 TAB.",,3
RAAM54,"MOXIFLOXACINO, 400MG 7 TABS",,3
AVIVIA85,"AMLODIPINO, 5MG, 10 TABS.",,3
SOMM1,COLAGENO HIDROLIZADO C/60 CAPSULAS 500MG,,1
SOMM2,"OMEGA 3, 1000MG 60 CAPS.",,3
SOMM3,VITAMINA E 400MG+OMEGA6 60 CAPS,,1
CMD72,"PSIDIUM GUAJAVA, MELISSA OFFCINALIS 30 CAPS",,3
MAV288,BENZOCAINA 20% 9.7ML BUCAL,,3
MAV289,"CICLOBENZAPRINA,CLONIXINATO DE LISINA, 5-125MG 20 TABS.",,3
MAV290,TADALAFIL 20MG C/1,,3
MAV291,"PROPAFENONA, 150MG, 20 TABS.",,3
MAV292,"GLUCOSAMINA, CONDROITINA 30 SOBRES.",,3
MAV293,PARACETAMOL/ORFENADRINA 30 TABS  450MG/35MG,,3
LOE89,"CALCIO, VITAMINE E, BIOTINA, ACIDO FOLICO, OMEGA3 MINERALES",,3
LOE90,"MAGNESIO, COMPEJO B, VITAMINA D3, OMEGA 3, VITAMINAS Y MINERALES 30 CAPS",,1
LOE91,"OMEGA 3,6,9, ACEITE DE PESCADO, LINAZA Y OLIVA 60 CAPS",,3
DRW15,"CAFE ARABICA, PEPTIDOS BIOACTIVOS DE COLAGENO 10 SOBRES DE 5MG C/U",,3
LOE92,CALCIO CON VITAMINA D3 Y ACEITE DE SOYA 30 CAPS,,3
VAR241,DEXAMETASONA 8MG (LAB. CRYOPHARMA),,3
YPN38,CITRATO DE MAGNESIO 15 TABS 500MG,,3
YPN39,"CITRATO DE MAGNESIO+COLAGENO, AC HIALURONICO AGUAJE PERUANO 15TABS 500MG",,3
YPN40,INOSITOL 15TABS 500MG,,3
NAT100,"VITAMINA C Y ZINC, 30 GOMITAS.",,3
JAYOR73,"OMEPRAZOL INTRAVENOSO, INY, 40 MG, AGUA DILUYENTE 10ML. 1 AMP.  OMIZELON",,3
GTO-058,,,3
AMS112,"CEFTRIAXONA, INY,500 MG, I.M., 1 AMP. 2ML .",,3
BIOM108,"BROMHEXINA, 160MG/100ML SUSP.",,3
AVIVIA86,"AMLODIPINO, 5MG, 100 TABS.",,3
GTO-059,,,3
GTO-060,,,1
GTO-061,,,1
GTO-062,,,1
COL134,"PLANTAGO PSYLLIUM 0%  AZUCAR NARANJA, 250 G.",,3
GEL35,IBUPROFENO 200MG/ DIFENHIDRAMINA 25MG 10 CAPS.,,1
AMS113,"DEXAMETASONA, NEOMICINA GTS FRASCO 10ML",,1
HISP12,"BROMURO DE IPRATROPIO .312MG, PARA INHALACION, 200 DOSIS",,3
MAV294,CLARITROMICINA 125MG 60ML,,3
BIOM109,"METRONIDAZOL, 500mg. 30 TABS.",,3
MAV295,"TRIMEBUTINA, SIMETICONA 0.60G",,3
NOV85,"BROMURO DE IPRATROPIO, 0.5 MG, SALBUTAMOL, 2.5 MG, 10 AMP. NEBULIZAR.",,3
SON61,"PARACETAMOL, 100MG/1ML, 15ML.GTAS.",,1
CMD73,"COLECALCIFEROL, VITAMINA D3 4000 UI, 30 CAPS",,3
MAV296,CITRATO DE MAGNESIO,,3
NAT101,CITRATO DE MAGNESIO Y LECITINA DE SOYA 30 CAPS,,1
BIOM110,"IBUPROFENO, 400 MG, 10 TABS.
",,3
RAAM55,FERTAP 100MG C/50 TABS (TALIDOMIDA),,3
ALPH78,VALPROATO DE MAGNESIO 4G/100ML,,1
RAAM56,OCIPLOS  C/30 TABS 30MG (MIRTAZAPINA),,3
SOMM10,"AJO NEGRO C/60 CAPS
400 MG",,3
SOMM11,"OMEGA 3-6-9C/60 CAPS
500 MG",,1
SOMM12,"VITAMINA D3 ZINC, MAGNESIO VITAMINA C Y TE VERDE, 60 CAPS
5000 UI",,1
SOMM13,"POTASIO CITRATO C/60 CAPS +VITAMINA B6
500 MG",,1
BEL25,ARNICA COMPUESTA CREMA 75G,,3
DAN19,POLVO DE HONGO ENTERO MELENA DE LEON  60 CAPS,,3
DAN20,100% PEPTIDOS DE COLAGENO DE ORIGEN PORCINO Y BAJO PESO MOLECULAR,,1
NIP30,,,3
GTO-063,,,3
NOV86,"BUDESONIDA,125 MG, 2ML, 5 AMP. PARA NEVULIZACION (NOVAG)",,3
NOV87,"BUDESONIDA,250 MG, 2ML, 5 AMP. PARA NEVULIZACION (NOVAG)",,3
HORM21,SOLUCION  ANTISEPTICA 60ML,,3
HORM22,SOLUCION  ANTISEPTICA 120ML,,3
VIC21,"VALSARTAN 80MG. 30 COMPRIMIDOS, ULTRA",,1
RAAM57,"ATORVASTATINA, 20MG, 10 TABS.",,3
GTO-064,,,3
GTO-065,,,1
MAV297,PIRFENIDONA GEL 8G/100G  10GRS KITOSCELL,,1
ALPH79,TELMISARTAN 80MG C/28,,3
VAR245,"MISOPROSTOL, 200MCG, 28 TABS.",,1
SER53,HIDROXICLOROQUINA 200MG C/20 TABS HIMANIX,,3
NAT102,"PEPTIDOS DE COLAGENO, L-LISINA, ACIDO HIALURONICO, SIN AZUCAR C/10 SOBRES",,3
BIOM111,"CLARITROMICINA, 500 MG. 10 TABS",,3
CMD74,"ELECTROLITOS, VITAMINA C, VITAMINAS DEL COMPLEJO B Y FIBRA, SABOR MORA, BOLSA C/10 SOBRES",,1
CMD75,ZINC 50MG C/30CAPS,,3
AVIVIA87,"OLANZAPINA, 10MG, 14 TABS.",,1
AVIVIA88,"CELECOXIB, 200MG, 20CAPS.",,3
AVIVIA89,"BUTILBROMURO DE HIOSCINA, 10MG, 10 TABLETAS BUTILHIOSCINA",,3
SS&H15,"MSM, GLUCOSAMINA, CONDROITINA, , CALCIO DE CORAL, COLGENO, 1.2 KGMS.",,3
SS&H1,"CURCUMA 500MG, 30 CAPS",,3
SS&H2,"MACA 500MG, 60 CAPS",,1
SS&H14,"GOJI, CURCUMA, HOJAS DE GUANABANA, ACIDO HIALURONICO, ANTIOXIDANTES, OMEGA 3 Y 6 1,200KG",,3
SS&H3,"VALERIANA, PASIFLORA, TILA, FLOR DE AZAHAR, TORONJIL, MANZANILLA, MENTA, VIT. B1,B12, CELULOSA, LACTOSA 500MG, CAJA C/60",,3
SS&H13,"GOJI, CURCUMA, GUANABANA, ACIDO HIALURONICO, ANTIOXIDANTES, OMEGA 3 Y 6 E,1,200KG",,3
SS&H4,"GLUCOSAMINA, MACA, CONDROITINA, CARBONATO DE CALCIO C/60 CAPSULAS 500MG",,1
SS&H12,"CURCUMA, GUANABANA, ACIDO HIALURONICO, ANTIOXIDANTES, OMEGA 3 Y 6 E,1,200KG",,3
SS&H5,COLAGENO BLUEBERRY 1.2KG SSCHULER,,3
SS&H6,COLAGENO PEPINO/TE VERDE 1.2KG SSCHULER,,3
SS&H7,COLAGENO NARANJA 1.2KG SSCHULER,,3
SS&H8,COLAGENO LIMON1.2KG SSCHULER,,3
SS&H9,COLAGENO ARANDANO 1.2KG SSCHULER,,3
SS&H10,COLAGENO UVA 1.2KG SSCHULER,,3
SS&H11,COLAGENO JAMAICA GRANADA 1.2KG SSCHULER,,3
JAL89,AGUA DE ROSAS + ALANTOINA 250 ML,,3
JAL90,AGUA DE COCO + ACIDO HIALURONICO 250 ML,,1
JAL91,TOALLITA HUMEDA BEBE C/80 PIEZAS CON EXTRACTO DE MANZANILLA Y CALENDULA  TOALLA,,1
GTO-066,,,3
COL135,"CEFACLOR, 500 MG, 15 CAPS.",,3
COL136,TADALAFIL 20MG C/4,,3
SNA59,SUPLEMENTOS,,3
ULTR97,VALPROATO SEMISODICO 500MG,,3
JAL92,"BOTIQUIN ,PRIMEROS AUXILIOS, JALOMA, BOLSA PLASTICA",,3
JAL93,ALGODÓN FACIAL TUBO C/30 PZ,,1
JAL94,AGUA DE ALOE VERA 250 ML,,1
SS&H16,"AGUAJE, VITAMINA C, CAMOTE DE CERRO C/65 CAPSULAS 800MG",,1
SS&H17,"COLAGENO, ACIDO HIALURONICO 30 TABLETAS 500MG",,3
SS&H18,"Q10+VIT. E, SCHULER C/60CAPS. 500MG",,1
SS&H19,"MYO & D-CHIRO INOSITOL, 5 CEPAS DE PROBIOTICOS C/60 TABS. 800 MG",,1
SS&H20,"MELATONINA A BASE DE L-TRIPTOFANO,GLICINATO DE MAGNESIO, MELATONINA Y MINERALES C/30 CAPS. 500MG SCHULER",,3
SON62,"CLINDAMICINA, KETOCONAZOL, 100MG, 400MG C/7 OVULOS LOFFYMIX",,3
QUIM10,Acido ascorbico solucion 20g/100ml gotas,,3
QUIM11,"VITAMINA C (ACIDO ASCORBICO), TABS MASTICABLES 100MG, FRASCO C/100",,1
BIOR31,"AMBROXOL, 300MG/100ML JARABE 120ML",,1
AMB25,CUBREBOCAS* 3PLIEGOS NEGRO,,3
AMB26,"ABATELENGUAS, C/500 PZAS",,3
ALTUS18,BERBERINA ACIDO ALFA LIPOICO Y CANELA C/30 CAPS DE 500MG C/U,,3
ULTR98,"DEXLANSOPRAZOL C/7 CAPS 60MG 
LIBERACION RETARDADA",,3
ULTR99,"DEXLANSOPRAZOL C/14 CAPS 60MG 
LIBERACION RETARDADA",,1
ULTR100,"DEXLANSOPRAZOL C/28 CAPS 60MG 
LIBERACION RETARDADA",,3
MAV298,CLARITROMICINA 250MG 60ML,,3
VIC22,"ATENOLOL, 50MG., 28 TABS.",,3
VIC23,"TRAMADOL, 100MG,10 TABS.",,1
VIC24,"SUMATRIPTAN, 100MG, 2 TABS.",,3
VIC25,"IBUPROFENO 800 MG, 20 TABS.",,3
VIC26,"NORFLOXACINO, 400MG, 20 TABS.",,3
VIC27,TRAMADOL 100 MG C/60 CAPS (2X1 PAQ),,3
VIC28,"FLUCONAZOL CAPS 100MG C/10
",,3
VIC29,"DICLOFENACO, 100MG, 60 CAPS",,1
VIC30,"DICLOFENACO, PARACETAMOL  50MG/500MG,C/30 TABS",,1
VIC31,"PANTOPRAZOL, 40 MG, 30 TABS.",,3
DRW16,GEL ESTIMULANTE INTIMO 60G HOMBRE,,3
DRW17,ELECTROLITOS SABOR COCO 20 GRAMOS C/25 SOBRES,,3
BIOR32,"SALES DE POTASIO (Bicarbonato de potasio, bitartrato potasico, Acido citrico) Tableta efervescente 766mg/460mg/155mg",,3
VIC32,"KETOCONAZOL, C/50 TABS  200 MG",,1
DRW18,ELECTROLITOS SABOR TAMARINDO 20 GRAMOS C/25 SOBRES,,1
ALPH80,"RETINOL/ACIDO ASCORBICO/COLECALCIFEROL C/5 AMPOLLETAS 3 ML, VIA ORAL",,3
MAV299,"DEXLANSOPRAZOL C/14 CAPS 60MG 
MAVER",,3
BEL26,"PROTECTOR  SOLAR FPS+50, 170G SPRAY CORPORAL TRANSPARENTE CON JOJOBA Y VITAMINA E",,3
BEL27,"PROTECTOR  SOLAR SPORT FPS+50, 170G SPRAY CORPORAL TRANSPARENTE, RESISTENTE AL AGUA, ALTA PROTECCION SOLAR",,1
DRW19,ELECTROLITOS SABOR MICHELADA 20 GRAMOS C/25 SOBRES,,3
GTO-067,,,1
GTO-068,,,3
WERM18,"AMANTADINA,CLORFENAMINA,PARACETAMOL 2.5/0.100/15.0G. PEDIATRICO 30ML. GOTERO",,3
AMB27,"CATETER** INTRAVENOSO 16
G GRIS",,3
RAAM58,"QUINFAMIDA, ALBENDAZOL,150/200MG, 2 TABS.",,3
MAV300,"TRIMEBUTINA, 100MG-37.5MG C/20 COMPRIMIDOS",,3
JAL95,ALGODÓN FACIAL TUBO C/100 PZ,,3
JAL96,"ACEITE DE BERGAMOTA, 120ML.",,3
JAL97,"BOTIQUIN PLUS ,PRIMEROS AUXILIOS, JALOMA , BOLSA PLASTICA",,1
ALTUS19,"VINAGRE DE MANZANA, CON VITAMINA C Y ZINC C/60 CAPS 500MG C/U",,3
JAYOR74,JERINGA 10 ML SIN AGUJA C/100,,3
VIC33,"CLORHIDRATO DE PROPANOLOL, 20MG, 24 TABS.",,1
VIC34,"FLUCONAZOL CAPS 150MG C/15
",,3
GRIN13,ALCOHOL POLIVINILICO 14MG/ML   (GRIN),,3
GRIN14,NAFAZOLINA 0.5MG/ML   (GRIN),,3
GRIN15,TIMOLOL 5MG/ML  (GRIN),,3
GRIN16,"TOBRAMICINA, SOL. OFT. 15 ML (Grin)",,3
GRIN17,DICLOFENACO GTS. OFT. 5ML GRIN,,3
GRIN18,CIPROFLOXACINO 3MG SOL OFTALMICA    (GRIN),,3
GRIN19,"DORZOLAMIDA, TIMOLOL SOL OFT 25MG/5MG 5mL",,1
NAT103,"GOMIX SIN AZUCAR VINAGRE DE MANZANA, ACIDO FOLICO Y VITAMINA B12 C/30 GOMITAS D 3G C/U",,3
NOV88,"MOXIFLOXACINO,400 MG, 7 TAB.",,1
LOE93,"BUTILHIOSCINA, METAMIZOL SODICO INY C/3 AMPOLLETAS 20MG, 2.5/5mL",,3
LOE94,"BUTILHIOSCINA, METAMIZOL SODICO INY C/5 AMPOLLETAS 20MG, 2.5/5mL",,3
